userid,timestamp,eventprocessedutctime,partitionid,eventenqueuedutctime,breathingrate,temperature,ventilization,activity,heartratebpm,cadence,velocity,speed,hib,heartrateredzone,heartratevariability,scored labels,scored probabilities,id,companyname,imageurl,firstname,lastname,username,type,phone,email,adminfname,adminlname,adminuname,admintype,adminphone,adminemail
435942dd-be1f-4c8e-b63f-b26adfd308f8,2017-03-07T21:00:12.2676771Z,2017-03-07T21:00:15.6854417Z,0,2017-03-07T21:00:15.7020000Z,17.69765135,96.7289485515696,,0.146592815,92,5,13.8555200737202,0,0,0,4.32630788209882,N,2.40940644289367E-05,435942dd-be1f-4c8e-b63f-b26adfd308f8,The Complicated Badger,/images/ElolonnaDrahaua.png,Elolonna,Drahaua,Elolonna.Drahaua,3,8725551212,Elolonna.Drahaua@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
fc540bfa-136a-4733-b87d-d6d20eeae310,2017-03-07T21:00:12.2696848Z,2017-03-07T21:00:15.6854417Z,2,2017-03-07T21:00:14.8260000Z,17.3872044,96.9030483075897,,0.1303065,90,0,0,0,2,0,7.18818585351143,N,2.40940644289367E-05,fc540bfa-136a-4733-b87d-d6d20eeae310,The Complicated Badger,/images/JilonnaAnimesh.png,Jilonna,Animesh,Jilonna.Animesh,3,8725551212,Jilonna.Animesh@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
d7caa4ec-dc04-449a-bd5c-3b1dc19573c0,2017-03-07T21:00:12.9462795Z,2017-03-07T21:00:16.3417067Z,1,2017-03-07T21:00:17.0580000Z,18.44272403,96.9577796328616,,0.185679971,98,17,43.9730204920067,0,1,0,5.35784513540436,N,2.40940644289367E-05,d7caa4ec-dc04-449a-bd5c-3b1dc19573c0,The Complicated Badger,/images/JillAniua.png,Jill,Aniua,Jill.Aniua,3,8725551212,Jill.Aniua@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
51798043-860e-4e1f-8804-d6d72724b4a7,2017-03-07T21:00:13.0402669Z,2017-03-07T21:00:16.4354671Z,2,2017-03-07T21:00:15.5970000Z,18.93943915,96.2869777308251,,0.211738075,102,25,68.4468044685109,1,0,0,8.77910660889499,N,2.40940644289367E-05,51798043-860e-4e1f-8804-d6d72724b4a7,The Complicated Badger,/images/BreniverMardahaga.png,Breniver,Mardahaga,Breniver.Mardahaga,3,8725551212,Breniver.Mardahaga@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
7b335331-75a9-4c95-8fd5-de13101287a8,2017-03-07T21:00:16.2984307Z,2017-03-07T21:00:19.7764408Z,0,2017-03-07T21:00:19.7280000Z,20.11913756,96.3390990627646,,0.273626072,112,44,119.359260358915,1,0,0,6.1076193625798,N,2.40940644289367E-05,7b335331-75a9-4c95-8fd5-de13101287a8,The Complicated Badger,/images/AlaebryllaAnshuga.png,Alaebrylla,Anshuga,Alaebrylla.Anshuga,3,8725551212,Alaebrylla.Anshuga@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
435942dd-be1f-4c8e-b63f-b26adfd308f8,2017-03-07T21:00:17.8217956Z,2017-03-07T21:00:21.2608181Z,0,2017-03-07T21:00:21.2600000Z,17.75974074,96.7603857115658,,0.149850078,93,6,15.8312835676625,0,0,0,4.29076092280477,N,2.40940644289367E-05,435942dd-be1f-4c8e-b63f-b26adfd308f8,The Complicated Badger,/images/ElolonnaDrahaua.png,Elolonna,Drahaua,Elolonna.Drahaua,3,8725551212,Elolonna.Drahaua@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
fc540bfa-136a-4733-b87d-d6d20eeae310,2017-03-07T21:00:17.8914915Z,2017-03-07T21:00:21.2608181Z,2,2017-03-07T21:00:20.4480000Z,17.3872044,96.9311885609902,,0.1303065,90,0,0,0,2,0,7.13834470880831,N,2.40940644289367E-05,fc540bfa-136a-4733-b87d-d6d20eeae310,The Complicated Badger,/images/JilonnaAnimesh.png,Jilonna,Animesh,Jilonna.Animesh,3,8725551212,Jilonna.Animesh@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
51798043-860e-4e1f-8804-d6d72724b4a7,2017-03-07T21:00:19.2344441Z,2017-03-07T21:00:22.7004454Z,2,2017-03-07T21:00:21.7960000Z,19.00152854,96.7624637911853,,0.214995338,103,26,69.3330264967345,1,0,0,8.8967451201391,N,2.40940644289367E-05,51798043-860e-4e1f-8804-d6d72724b4a7,The Complicated Badger,/images/BreniverMardahaga.png,Breniver,Mardahaga,Breniver.Mardahaga,3,8725551212,Breniver.Mardahaga@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
d7caa4ec-dc04-449a-bd5c-3b1dc19573c0,2017-03-07T21:00:19.2709485Z,2017-03-07T21:00:22.7004454Z,1,2017-03-07T21:00:23.3880000Z,18.50481342,96.6403779176252,,0.188937234,99,18,47.165331587944,0,1,0,5.39604072486043,N,2.40940644289367E-05,d7caa4ec-dc04-449a-bd5c-3b1dc19573c0,The Complicated Badger,/images/JillAniua.png,Jill,Aniua,Jill.Aniua,3,8725551212,Jill.Aniua@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
7b335331-75a9-4c95-8fd5-de13101287a8,2017-03-07T21:00:21.5860973Z,2017-03-07T21:00:25.0000194Z,0,2017-03-07T21:00:25.0170000Z,20.11913756,96.3933703733577,,0.273626072,112,44,121.108034624107,2,0,0,6.07433893077926,N,2.40940644289367E-05,7b335331-75a9-4c95-8fd5-de13101287a8,The Complicated Badger,/images/AlaebryllaAnshuga.png,Alaebrylla,Anshuga,Alaebrylla.Anshuga,3,8725551212,Alaebrylla.Anshuga@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
435942dd-be1f-4c8e-b63f-b26adfd308f8,2017-03-07T21:00:23.2250394Z,2017-03-07T21:00:26.6277633Z,0,2017-03-07T21:00:26.6600000Z,17.88391952,96.1884916318527,,0.156364604,94,8,21.620078473209,0,0,0,4.25607604581165,N,2.40940644289367E-05,435942dd-be1f-4c8e-b63f-b26adfd308f8,The Complicated Badger,/images/ElolonnaDrahaua.png,Elolonna,Drahaua,Elolonna.Drahaua,3,8725551212,Elolonna.Drahaua@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
fc540bfa-136a-4733-b87d-d6d20eeae310,2017-03-07T21:00:23.2660947Z,2017-03-07T21:00:26.7371328Z,2,2017-03-07T21:00:25.8230000Z,17.3872044,96.6891295899121,,0.1303065,90,0,0,0,2,0,7.08949311999192,N,2.40940644289367E-05,fc540bfa-136a-4733-b87d-d6d20eeae310,The Complicated Badger,/images/JilonnaAnimesh.png,Jilonna,Animesh,Jilonna.Animesh,3,8725551212,Jilonna.Animesh@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
51798043-860e-4e1f-8804-d6d72724b4a7,2017-03-07T21:00:24.5937968Z,2017-03-07T21:00:28.0183963Z,2,2017-03-07T21:00:27.1540000Z,19.00152854,96.9486844232067,,0.214995338,103,26,70.2192485249582,1,0,0,9.02905363389816,N,2.40940644289367E-05,51798043-860e-4e1f-8804-d6d72724b4a7,The Complicated Badger,/images/BreniverMardahaga.png,Breniver,Mardahaga,Breniver.Mardahaga,3,8725551212,Breniver.Mardahaga@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
d7caa4ec-dc04-449a-bd5c-3b1dc19573c0,2017-03-07T21:00:24.6018605Z,2017-03-07T21:00:28.0183963Z,1,2017-03-07T21:00:28.7230000Z,18.56690281,96.2108799937232,,0.192194497,99,19,50.3576426838814,0,1,0,5.43029421284844,N,2.40940644289367E-05,d7caa4ec-dc04-449a-bd5c-3b1dc19573c0,The Complicated Badger,/images/JillAniua.png,Jill,Aniua,Jill.Aniua,3,8725551212,Jill.Aniua@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
7b335331-75a9-4c95-8fd5-de13101287a8,2017-03-07T21:00:26.9130033Z,2017-03-07T21:00:30.3515872Z,0,2017-03-07T21:00:30.3400000Z,20.18122695,96.8376721794892,,0.276883335,112,45,122.856808889299,2,0,0,6.0414408824806,N,2.40940644289367E-05,7b335331-75a9-4c95-8fd5-de13101287a8,The Complicated Badger,/images/AlaebryllaAnshuga.png,Alaebrylla,Anshuga,Alaebrylla.Anshuga,3,8725551212,Alaebrylla.Anshuga@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
fc540bfa-136a-4733-b87d-d6d20eeae310,2017-03-07T21:00:29.5366325Z,2017-03-07T21:00:32.9663812Z,2,2017-03-07T21:00:32.0950000Z,17.3872044,96.5432492655438,,0.1303065,90,0,0,0,2,0,7.04160028795902,N,2.40940644289367E-05,fc540bfa-136a-4733-b87d-d6d20eeae310,The Complicated Badger,/images/JilonnaAnimesh.png,Jilonna,Animesh,Jilonna.Animesh,3,8725551212,Jilonna.Animesh@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
435942dd-be1f-4c8e-b63f-b26adfd308f8,2017-03-07T21:00:29.5947812Z,2017-03-07T21:00:32.9663812Z,0,2017-03-07T21:00:33.0320000Z,18.0080983,96.1106848400602,,0.16287913,95,10,27.4088733787555,0,0,0,4.22221895885421,N,2.40940644289367E-05,435942dd-be1f-4c8e-b63f-b26adfd308f8,The Complicated Badger,/images/ElolonnaDrahaua.png,Elolonna,Drahaua,Elolonna.Drahaua,3,8725551212,Elolonna.Drahaua@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
51798043-860e-4e1f-8804-d6d72724b4a7,2017-03-07T21:00:30.0085869Z,2017-03-07T21:00:33.4453182Z,2,2017-03-07T21:00:32.5670000Z,19.00152854,96.6624674022489,,0.214995338,103,26,71.1054705531818,1,0,0,9.14940098921992,N,2.40940644289367E-05,51798043-860e-4e1f-8804-d6d72724b4a7,The Complicated Badger,/images/BreniverMardahaga.png,Breniver,Mardahaga,Breniver.Mardahaga,3,8725551212,Breniver.Mardahaga@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
d7caa4ec-dc04-449a-bd5c-3b1dc19573c0,2017-03-07T21:00:30.0150852Z,2017-03-07T21:00:33.4453182Z,1,2017-03-07T21:00:34.1330000Z,18.6289922,96.0068063535759,,0.19545176,100,20,53.5499537798187,0,1,0,5.48257729960589,N,2.40940644289367E-05,d7caa4ec-dc04-449a-bd5c-3b1dc19573c0,The Complicated Badger,/images/JillAniua.png,Jill,Aniua,Jill.Aniua,3,8725551212,Jill.Aniua@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
7b335331-75a9-4c95-8fd5-de13101287a8,2017-03-07T21:00:32.2265634Z,2017-03-07T21:00:35.8310504Z,0,2017-03-07T21:00:35.6600000Z,20.24331634,96.0920129646976,,0.280140598,113,46,124.60558315449,2,0,0,6.00892765295619,N,2.40940644289367E-05,7b335331-75a9-4c95-8fd5-de13101287a8,The Complicated Badger,/images/AlaebryllaAnshuga.png,Alaebrylla,Anshuga,Alaebrylla.Anshuga,3,8725551212,Alaebrylla.Anshuga@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
fc540bfa-136a-4733-b87d-d6d20eeae310,2017-03-07T21:00:34.8761981Z,2017-03-07T21:00:38.3154294Z,2,2017-03-07T21:00:37.4310000Z,17.3872044,96.6250962454942,,0.1303065,90,0,0,0,2,0,6.99463663995077,N,2.40940644289367E-05,fc540bfa-136a-4733-b87d-d6d20eeae310,The Complicated Badger,/images/JilonnaAnimesh.png,Jilonna,Animesh,Jilonna.Animesh,3,8725551212,Jilonna.Animesh@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
435942dd-be1f-4c8e-b63f-b26adfd308f8,2017-03-07T21:00:34.9241501Z,2017-03-07T21:00:38.3154294Z,0,2017-03-07T21:00:38.3510000Z,18.13227708,96.7172240231732,,0.169393656,96,12,33.197668284302,0,0,0,4.18915724955968,N,2.40940644289367E-05,435942dd-be1f-4c8e-b63f-b26adfd308f8,The Complicated Badger,/images/ElolonnaDrahaua.png,Elolonna,Drahaua,Elolonna.Drahaua,3,8725551212,Elolonna.Drahaua@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
51798043-860e-4e1f-8804-d6d72724b4a7,2017-03-07T21:00:35.4574409Z,2017-03-07T21:00:38.9248017Z,2,2017-03-07T21:00:38.0250000Z,19.06361793,96.6532202775838,,0.218252601,103,27,71.9916925814055,1,0,0,9.25897787710238,N,2.40940644289367E-05,51798043-860e-4e1f-8804-d6d72724b4a7,The Complicated Badger,/images/BreniverMardahaga.png,Breniver,Mardahaga,Breniver.Mardahaga,3,8725551212,Breniver.Mardahaga@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
d7caa4ec-dc04-449a-bd5c-3b1dc19573c0,2017-03-07T21:00:35.4644568Z,2017-03-07T21:00:38.9248017Z,1,2017-03-07T21:00:39.5770000Z,18.75317098,96.2828101549683,,0.201966286,101,22,56.742264875756,0,1,0,5.55340673283763,N,2.40940644289367E-05,d7caa4ec-dc04-449a-bd5c-3b1dc19573c0,The Complicated Badger,/images/JillAniua.png,Jill,Aniua,Jill.Aniua,3,8725551212,Jill.Aniua@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
7b335331-75a9-4c95-8fd5-de13101287a8,2017-03-07T21:00:37.5296790Z,2017-03-07T21:00:41.0029431Z,0,2017-03-07T21:00:40.9950000Z,20.24331634,96.3448678410355,,0.280140598,113,46,126.354357419682,2,0,0,5.97680052554412,N,2.40940644289367E-05,7b335331-75a9-4c95-8fd5-de13101287a8,The Complicated Badger,/images/AlaebryllaAnshuga.png,Alaebrylla,Anshuga,Alaebrylla.Anshuga,3,8725551212,Alaebrylla.Anshuga@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
fc540bfa-136a-4733-b87d-d6d20eeae310,2017-03-07T21:00:40.2829040Z,2017-03-07T21:00:43.6605292Z,2,2017-03-07T21:00:42.8500000Z,17.3872044,96.0994664142371,,0.1303065,90,0,0,0,2,0,6.94411366617615,N,2.40940644289367E-05,fc540bfa-136a-4733-b87d-d6d20eeae310,The Complicated Badger,/images/JilonnaAnimesh.png,Jilonna,Animesh,Jilonna.Animesh,3,8725551212,Jilonna.Animesh@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
435942dd-be1f-4c8e-b63f-b26adfd308f8,2017-03-07T21:00:40.2834020Z,2017-03-07T21:00:43.6605292Z,0,2017-03-07T21:00:43.7160000Z,18.31854525,96.6034399031678,,0.179165445,97,15,38.9864631898485,0,0,0,4.15686025498659,N,2.40940644289367E-05,435942dd-be1f-4c8e-b63f-b26adfd308f8,The Complicated Badger,/images/ElolonnaDrahaua.png,Elolonna,Drahaua,Elolonna.Drahaua,3,8725551212,Elolonna.Drahaua@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
d7caa4ec-dc04-449a-bd5c-3b1dc19573c0,2017-03-07T21:00:40.8182617Z,2017-03-07T21:00:44.3011256Z,1,2017-03-07T21:00:44.9420000Z,18.69108159,96.9989371993574,,0.198709023,100,21,54.4315110498082,0,1,0,5.61798333663353,N,2.40940644289367E-05,d7caa4ec-dc04-449a-bd5c-3b1dc19573c0,The Complicated Badger,/images/JillAniua.png,Jill,Aniua,Jill.Aniua,3,8725551212,Jill.Aniua@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
51798043-860e-4e1f-8804-d6d72724b4a7,2017-03-07T21:00:40.8482657Z,2017-03-07T21:00:44.3011256Z,2,2017-03-07T21:00:43.4120000Z,19.06361793,96.6939944604849,,0.218252601,103,27,72.8779146096291,1,0,0,9.38278396888601,N,2.40940644289367E-05,51798043-860e-4e1f-8804-d6d72724b4a7,The Complicated Badger,/images/BreniverMardahaga.png,Breniver,Mardahaga,Breniver.Mardahaga,3,8725551212,Breniver.Mardahaga@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
7b335331-75a9-4c95-8fd5-de13101287a8,2017-03-07T21:00:42.8608780Z,2017-03-07T21:00:46.3022107Z,0,2017-03-07T21:00:46.2970000Z,20.24331634,96.6006749545227,,0.280140598,113,46,125.886881308826,2,0,0,5.95459983195779,N,2.40940644289367E-05,7b335331-75a9-4c95-8fd5-de13101287a8,The Complicated Badger,/images/AlaebryllaAnshuga.png,Alaebrylla,Anshuga,Alaebrylla.Anshuga,3,8725551212,Alaebrylla.Anshuga@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
435942dd-be1f-4c8e-b63f-b26adfd308f8,2017-03-07T21:00:45.6399848Z,2017-03-07T21:00:49.0073770Z,0,2017-03-07T21:00:49.0640000Z,18.44272403,96.7710177576034,,0.185679971,98,17,44.775258095395,0,0,0,4.12529894206165,N,2.40940644289367E-05,435942dd-be1f-4c8e-b63f-b26adfd308f8,The Complicated Badger,/images/ElolonnaDrahaua.png,Elolonna,Drahaua,Elolonna.Drahaua,3,8725551212,Elolonna.Drahaua@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
fc540bfa-136a-4733-b87d-d6d20eeae310,2017-03-07T21:00:45.6464568Z,2017-03-07T21:00:49.0073770Z,2,2017-03-07T21:00:48.2150000Z,17.3872044,96.544438923497,,0.1303065,90,0,0,0,2,0,6.89466717613768,N,2.40940644289367E-05,fc540bfa-136a-4733-b87d-d6d20eeae310,The Complicated Badger,/images/JilonnaAnimesh.png,Jilonna,Animesh,Jilonna.Animesh,3,8725551212,Jilonna.Animesh@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
51798043-860e-4e1f-8804-d6d72724b4a7,2017-03-07T21:00:46.1791112Z,2017-03-07T21:00:49.5678341Z,2,2017-03-07T21:00:48.7460000Z,19.06361793,96.7366831981282,,0.218252601,103,27,73.7641366378528,1,0,0,9.49585187381743,N,2.40940644289367E-05,51798043-860e-4e1f-8804-d6d72724b4a7,The Complicated Badger,/images/BreniverMardahaga.png,Breniver,Mardahaga,Breniver.Mardahaga,3,8725551212,Breniver.Mardahaga@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
d7caa4ec-dc04-449a-bd5c-3b1dc19573c0,2017-03-07T21:00:46.1866331Z,2017-03-07T21:00:49.5678341Z,1,2017-03-07T21:00:50.3090000Z,18.6289922,96.4065910863721,,0.19545176,100,20,52.1207572238604,0,1,0,5.70091562659568,N,2.40940644289367E-05,d7caa4ec-dc04-449a-bd5c-3b1dc19573c0,The Complicated Badger,/images/JillAniua.png,Jill,Aniua,Jill.Aniua,3,8725551212,Jill.Aniua@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
7b335331-75a9-4c95-8fd5-de13101287a8,2017-03-07T21:00:48.1608083Z,2017-03-07T21:00:51.5871815Z,0,2017-03-07T21:00:51.5860000Z,20.24331634,96.4417639865734,,0.280140598,113,46,125.41940519797,2,0,0,5.9440432847243,N,2.40940644289367E-05,7b335331-75a9-4c95-8fd5-de13101287a8,The Complicated Badger,/images/AlaebryllaAnshuga.png,Alaebrylla,Anshuga,Alaebrylla.Anshuga,3,8725551212,Alaebrylla.Anshuga@TheComplicatedBadger.com,Jyssa,Anuk,Jyssa.Anuk,2,8725551212,Jyssa.Anuk@TheComplicatedBadger.com
