userid,age,height,weight,heartratebpm,breathingrate,temperature,steps,velocity,altitude,ventilization,activity,cadence,speed,hib,heartrateredzone,heartratevariability,status,id,deviceid,messagetype,longitude,latitude,timestamp,eventprocessedutctime,partitionid,eventenqueuedutctime,companyname,imageurl,firstname,lastname,username,type,phone,email,gender,race
435942dd-be1f-4c8e-b63f-b26adfd308f8,36,73,223,92,17.69765135,96.728948551569573,0,13.8555200737202,0,16826.0441,0.146592815,5,0,0,0,4.32630788209882,1,ede90e36-1294-466a-9781-01d541a5b895,6209705c-e8e8-4a68-8b9f-db5945670aed,4,-87.891584,41.894693,2017-03-07T21:00:12.2676771Z,2017-03-07T21:00:15.6854417Z,0,2017-03-07T21:00:15.7020000Z,The Complicated Badger,/images/ElolonnaDrahaua.png,Elolonna,Drahaua,Elolonna.Drahaua,3,8725551212,Elolonna.Drahaua@TheComplicatedBadger.com,2,4
fc540bfa-136a-4733-b87d-d6d20eeae310,57,73,235,90,17.3872044,96.903048307589742,0,0,0,16361.18,0.1303065,0,0,2,0,7.18818585351143,1,0e726fed-f9d2-4ee0-9148-18dc3f9b33cd,257b8b85-71be-41dd-a14c-f7b62fdae437,4,-87.891584,41.894693,2017-03-07T21:00:12.2696848Z,2017-03-07T21:00:15.6854417Z,2,2017-03-07T21:00:14.8260000Z,The Complicated Badger,/images/JilonnaAnimesh.png,Jilonna,Animesh,Jilonna.Animesh,3,8725551212,Jilonna.Animesh@TheComplicatedBadger.com,2,3
d7caa4ec-dc04-449a-bd5c-3b1dc19573c0,54,64,150,98,18.44272403,96.95777963286163,0,43.9730204920067,0,17941.71794,0.185679971,17,0,1,0,5.35784513540436,1,a5d656d2-72b4-4c06-8573-d2b8696bb819,f8e25324-9734-4f6b-b57f-9d6f30485e86,4,-87.891584,41.894693,2017-03-07T21:00:12.9462795Z,2017-03-07T21:00:16.3417067Z,1,2017-03-07T21:00:17.0580000Z,The Complicated Badger,/images/JillAniua.png,Jill,Aniua,Jill.Aniua,3,8725551212,Jill.Aniua@TheComplicatedBadger.com,2,2
51798043-860e-4e1f-8804-d6d72724b4a7,34,72,195,102,18.93943915,96.286977730825072,0,68.4468044685109,0,18685.5005,0.211738075,25,1,0,0,8.77910660889499,1,44834a5a-f14b-4fdf-bc1f-c66e7ea98583,cc0ccbee-0c54-4d18-a027-2edd6e158c71,4,-87.891584,41.894693,2017-03-07T21:00:13.0402669Z,2017-03-07T21:00:16.4354671Z,2,2017-03-07T21:00:15.5970000Z,The Complicated Badger,/images/BreniverMardahaga.png,Breniver,Mardahaga,Breniver.Mardahaga,3,8725551212,Breniver.Mardahaga@TheComplicatedBadger.com,1,3
7b335331-75a9-4c95-8fd5-de13101287a8,23,68,145,112,20.11913756,96.3390990627646,0,119.359260358915,0,20451.98408,0.273626072,44,1,0,0,6.1076193625798,1,41b747d6-049c-4529-af44-1829324dad23,fcafe651-f8a2-44d5-a6c1-7a5f2422bc00,4,-87.891584,41.894693,2017-03-07T21:00:16.2984307Z,2017-03-07T21:00:19.7764408Z,0,2017-03-07T21:00:19.7280000Z,The Complicated Badger,/images/AlaebryllaAnshuga.png,Alaebrylla,Anshuga,Alaebrylla.Anshuga,3,8725551212,Alaebrylla.Anshuga@TheComplicatedBadger.com,2,4
435942dd-be1f-4c8e-b63f-b26adfd308f8,36,73,223,93,17.75974074,96.760385711565789,0,15.8312835676625,0,16919.01692,0.149850078,6,0,0,0,4.29076092280477,1,2c865877-e0af-408d-b9d9-9b39b19fa863,6209705c-e8e8-4a68-8b9f-db5945670aed,4,-87.891584,41.894693,2017-03-07T21:00:17.8217956Z,2017-03-07T21:00:21.2608181Z,0,2017-03-07T21:00:21.2600000Z,The Complicated Badger,/images/ElolonnaDrahaua.png,Elolonna,Drahaua,Elolonna.Drahaua,3,8725551212,Elolonna.Drahaua@TheComplicatedBadger.com,2,4
fc540bfa-136a-4733-b87d-d6d20eeae310,57,73,235,90,17.3872044,96.931188560990236,0,0,0,16361.18,0.1303065,0,0,2,0,7.13834470880831,1,4e9e8171-f97f-4111-af35-53142958cf82,257b8b85-71be-41dd-a14c-f7b62fdae437,4,-87.891584,41.894693,2017-03-07T21:00:17.8914915Z,2017-03-07T21:00:21.2608181Z,2,2017-03-07T21:00:20.4480000Z,The Complicated Badger,/images/JilonnaAnimesh.png,Jilonna,Animesh,Jilonna.Animesh,3,8725551212,Jilonna.Animesh@TheComplicatedBadger.com,2,3
51798043-860e-4e1f-8804-d6d72724b4a7,34,72,195,103,19.00152854,96.762463791185269,0,69.3330264967345,0,18778.47332,0.214995338,26,1,0,0,8.8967451201391,1,02588057-4007-46fc-9527-3740eff557f7,cc0ccbee-0c54-4d18-a027-2edd6e158c71,4,-87.891584,41.894693,2017-03-07T21:00:19.2344441Z,2017-03-07T21:00:22.7004454Z,2,2017-03-07T21:00:21.7960000Z,The Complicated Badger,/images/BreniverMardahaga.png,Breniver,Mardahaga,Breniver.Mardahaga,3,8725551212,Breniver.Mardahaga@TheComplicatedBadger.com,1,3
d7caa4ec-dc04-449a-bd5c-3b1dc19573c0,54,64,150,99,18.50481342,96.640377917625187,0,47.165331587944,0,18034.69076,0.188937234,18,0,1,0,5.39604072486043,1,52eb6d62-86fd-4864-b6a1-3ef996f80107,f8e25324-9734-4f6b-b57f-9d6f30485e86,4,-87.891584,41.894693,2017-03-07T21:00:19.2709485Z,2017-03-07T21:00:22.7004454Z,1,2017-03-07T21:00:23.3880000Z,The Complicated Badger,/images/JillAniua.png,Jill,Aniua,Jill.Aniua,3,8725551212,Jill.Aniua@TheComplicatedBadger.com,2,2
7b335331-75a9-4c95-8fd5-de13101287a8,23,68,145,112,20.11913756,96.393370373357726,0,121.108034624107,0,20451.98408,0.273626072,44,2,0,0,6.07433893077926,1,66384994-9002-4b49-a21f-66ecc3a43d40,fcafe651-f8a2-44d5-a6c1-7a5f2422bc00,4,-87.891584,41.894693,2017-03-07T21:00:21.5860973Z,2017-03-07T21:00:25.0000194Z,0,2017-03-07T21:00:25.0170000Z,The Complicated Badger,/images/AlaebryllaAnshuga.png,Alaebrylla,Anshuga,Alaebrylla.Anshuga,3,8725551212,Alaebrylla.Anshuga@TheComplicatedBadger.com,2,4
435942dd-be1f-4c8e-b63f-b26adfd308f8,36,73,223,94,17.88391952,96.188491631852685,0,21.620078473209,0,17104.96256,0.156364604,8,0,0,0,4.25607604581165,1,0875e8ad-d6af-4dac-84be-10c550276020,6209705c-e8e8-4a68-8b9f-db5945670aed,4,-87.891584,41.894693,2017-03-07T21:00:23.2250394Z,2017-03-07T21:00:26.6277633Z,0,2017-03-07T21:00:26.6600000Z,The Complicated Badger,/images/ElolonnaDrahaua.png,Elolonna,Drahaua,Elolonna.Drahaua,3,8725551212,Elolonna.Drahaua@TheComplicatedBadger.com,2,4
fc540bfa-136a-4733-b87d-d6d20eeae310,57,73,235,90,17.3872044,96.689129589912071,0,0,0,16361.18,0.1303065,0,0,2,0,7.08949311999192,1,6bc97848-d537-46d8-ad8c-ab266d4e97a8,257b8b85-71be-41dd-a14c-f7b62fdae437,4,-87.891584,41.894693,2017-03-07T21:00:23.2660947Z,2017-03-07T21:00:26.7371328Z,2,2017-03-07T21:00:25.8230000Z,The Complicated Badger,/images/JilonnaAnimesh.png,Jilonna,Animesh,Jilonna.Animesh,3,8725551212,Jilonna.Animesh@TheComplicatedBadger.com,2,3
51798043-860e-4e1f-8804-d6d72724b4a7,34,72,195,103,19.00152854,96.948684423206686,0,70.2192485249582,0,18778.47332,0.214995338,26,1,0,0,9.02905363389816,1,5d475aa8-6bb1-4ff0-bb20-6ed24e7027dc,cc0ccbee-0c54-4d18-a027-2edd6e158c71,4,-87.891584,41.894693,2017-03-07T21:00:24.5937968Z,2017-03-07T21:00:28.0183963Z,2,2017-03-07T21:00:27.1540000Z,The Complicated Badger,/images/BreniverMardahaga.png,Breniver,Mardahaga,Breniver.Mardahaga,3,8725551212,Breniver.Mardahaga@TheComplicatedBadger.com,1,3
d7caa4ec-dc04-449a-bd5c-3b1dc19573c0,54,64,150,99,18.56690281,96.210879993723182,0,50.3576426838814,0,18127.66358,0.192194497,19,0,1,0,5.43029421284844,1,d7b78ecc-7e30-4aa3-8fe9-cdc97685a7ed,f8e25324-9734-4f6b-b57f-9d6f30485e86,4,-87.891584,41.894693,2017-03-07T21:00:24.6018605Z,2017-03-07T21:00:28.0183963Z,1,2017-03-07T21:00:28.7230000Z,The Complicated Badger,/images/JillAniua.png,Jill,Aniua,Jill.Aniua,3,8725551212,Jill.Aniua@TheComplicatedBadger.com,2,2
7b335331-75a9-4c95-8fd5-de13101287a8,23,68,145,112,20.18122695,96.837672179489246,0,122.856808889299,0,20544.9569,0.276883335,45,2,0,0,6.0414408824806,1,6c7bdbd1-f4d7-4cb6-8f9d-b8ae56875479,fcafe651-f8a2-44d5-a6c1-7a5f2422bc00,4,-87.891584,41.894693,2017-03-07T21:00:26.9130033Z,2017-03-07T21:00:30.3515872Z,0,2017-03-07T21:00:30.3400000Z,The Complicated Badger,/images/AlaebryllaAnshuga.png,Alaebrylla,Anshuga,Alaebrylla.Anshuga,3,8725551212,Alaebrylla.Anshuga@TheComplicatedBadger.com,2,4
fc540bfa-136a-4733-b87d-d6d20eeae310,57,73,235,90,17.3872044,96.543249265543764,0,0,0,16361.18,0.1303065,0,0,2,0,7.04160028795902,1,f29071a5-7b9a-4312-bc8f-3b89a0e444f0,257b8b85-71be-41dd-a14c-f7b62fdae437,4,-87.891584,41.894693,2017-03-07T21:00:29.5366325Z,2017-03-07T21:00:32.9663812Z,2,2017-03-07T21:00:32.0950000Z,The Complicated Badger,/images/JilonnaAnimesh.png,Jilonna,Animesh,Jilonna.Animesh,3,8725551212,Jilonna.Animesh@TheComplicatedBadger.com,2,3
435942dd-be1f-4c8e-b63f-b26adfd308f8,36,73,223,95,18.0080983,96.110684840060159,0,27.4088733787555,0,17290.9082,0.16287913,10,0,0,0,4.22221895885421,1,5c25bb4b-0c24-4f36-b95f-53383917f1b3,6209705c-e8e8-4a68-8b9f-db5945670aed,4,-87.891584,41.894693,2017-03-07T21:00:29.5947812Z,2017-03-07T21:00:32.9663812Z,0,2017-03-07T21:00:33.0320000Z,The Complicated Badger,/images/ElolonnaDrahaua.png,Elolonna,Drahaua,Elolonna.Drahaua,3,8725551212,Elolonna.Drahaua@TheComplicatedBadger.com,2,4
51798043-860e-4e1f-8804-d6d72724b4a7,34,72,195,103,19.00152854,96.662467402248865,0,71.1054705531818,0,18778.47332,0.214995338,26,1,0,0,9.14940098921992,1,0837fae8-e71f-451e-be2d-182784a9058b,cc0ccbee-0c54-4d18-a027-2edd6e158c71,4,-87.891584,41.894693,2017-03-07T21:00:30.0085869Z,2017-03-07T21:00:33.4453182Z,2,2017-03-07T21:00:32.5670000Z,The Complicated Badger,/images/BreniverMardahaga.png,Breniver,Mardahaga,Breniver.Mardahaga,3,8725551212,Breniver.Mardahaga@TheComplicatedBadger.com,1,3
d7caa4ec-dc04-449a-bd5c-3b1dc19573c0,54,64,150,100,18.6289922,96.006806353575925,0,53.5499537798187,0,18220.6364,0.19545176,20,0,1,0,5.48257729960589,1,e10c4c68-4944-4719-bc59-822c8e3bda17,f8e25324-9734-4f6b-b57f-9d6f30485e86,4,-87.891584,41.894693,2017-03-07T21:00:30.0150852Z,2017-03-07T21:00:33.4453182Z,1,2017-03-07T21:00:34.1330000Z,The Complicated Badger,/images/JillAniua.png,Jill,Aniua,Jill.Aniua,3,8725551212,Jill.Aniua@TheComplicatedBadger.com,2,2
7b335331-75a9-4c95-8fd5-de13101287a8,23,68,145,113,20.24331634,96.09201296469756,0,124.60558315449,0,20637.92972,0.280140598,46,2,0,0,6.00892765295619,1,09cb4422-6c90-4506-b2b3-5fdff7a374a2,fcafe651-f8a2-44d5-a6c1-7a5f2422bc00,4,-87.891584,41.894693,2017-03-07T21:00:32.2265634Z,2017-03-07T21:00:35.8310504Z,0,2017-03-07T21:00:35.6600000Z,The Complicated Badger,/images/AlaebryllaAnshuga.png,Alaebrylla,Anshuga,Alaebrylla.Anshuga,3,8725551212,Alaebrylla.Anshuga@TheComplicatedBadger.com,2,4
fc540bfa-136a-4733-b87d-d6d20eeae310,57,73,235,90,17.3872044,96.625096245494248,0,0,0,16361.18,0.1303065,0,0,2,0,6.99463663995077,1,f349b5c6-f7b6-4a6a-b325-e2f3657745a7,257b8b85-71be-41dd-a14c-f7b62fdae437,4,-87.891584,41.894693,2017-03-07T21:00:34.8761981Z,2017-03-07T21:00:38.3154294Z,2,2017-03-07T21:00:37.4310000Z,The Complicated Badger,/images/JilonnaAnimesh.png,Jilonna,Animesh,Jilonna.Animesh,3,8725551212,Jilonna.Animesh@TheComplicatedBadger.com,2,3
435942dd-be1f-4c8e-b63f-b26adfd308f8,36,73,223,96,18.13227708,96.7172240231732,0,33.197668284302,0,17476.85384,0.169393656,12,0,0,0,4.18915724955968,1,11760aea-0af5-46f1-8ed1-0da11aba5b73,6209705c-e8e8-4a68-8b9f-db5945670aed,4,-87.891584,41.894693,2017-03-07T21:00:34.9241501Z,2017-03-07T21:00:38.3154294Z,0,2017-03-07T21:00:38.3510000Z,The Complicated Badger,/images/ElolonnaDrahaua.png,Elolonna,Drahaua,Elolonna.Drahaua,3,8725551212,Elolonna.Drahaua@TheComplicatedBadger.com,2,4
51798043-860e-4e1f-8804-d6d72724b4a7,34,72,195,103,19.06361793,96.6532202775838,0,71.9916925814055,0,18871.44614,0.218252601,27,1,0,0,9.25897787710238,1,5ac4b6fa-41fe-49d2-a5f0-fc699646291b,cc0ccbee-0c54-4d18-a027-2edd6e158c71,4,-87.891584,41.894693,2017-03-07T21:00:35.4574409Z,2017-03-07T21:00:38.9248017Z,2,2017-03-07T21:00:38.0250000Z,The Complicated Badger,/images/BreniverMardahaga.png,Breniver,Mardahaga,Breniver.Mardahaga,3,8725551212,Breniver.Mardahaga@TheComplicatedBadger.com,1,3
d7caa4ec-dc04-449a-bd5c-3b1dc19573c0,54,64,150,101,18.75317098,96.282810154968317,0,56.742264875756,0,18406.58204,0.201966286,22,0,1,0,5.55340673283763,1,5918a802-663e-402c-8141-be62a1f939de,f8e25324-9734-4f6b-b57f-9d6f30485e86,4,-87.891584,41.894693,2017-03-07T21:00:35.4644568Z,2017-03-07T21:00:38.9248017Z,1,2017-03-07T21:00:39.5770000Z,The Complicated Badger,/images/JillAniua.png,Jill,Aniua,Jill.Aniua,3,8725551212,Jill.Aniua@TheComplicatedBadger.com,2,2
7b335331-75a9-4c95-8fd5-de13101287a8,23,68,145,113,20.24331634,96.344867841035537,0,126.354357419682,0,20637.92972,0.280140598,46,2,0,0,5.97680052554412,1,5bd326ba-330e-4e2e-99e8-b4019de05eb2,fcafe651-f8a2-44d5-a6c1-7a5f2422bc00,4,-87.891584,41.894693,2017-03-07T21:00:37.5296790Z,2017-03-07T21:00:41.0029431Z,0,2017-03-07T21:00:40.9950000Z,The Complicated Badger,/images/AlaebryllaAnshuga.png,Alaebrylla,Anshuga,Alaebrylla.Anshuga,3,8725551212,Alaebrylla.Anshuga@TheComplicatedBadger.com,2,4
fc540bfa-136a-4733-b87d-d6d20eeae310,57,73,235,90,17.3872044,96.099466414237142,0,0,0,16361.18,0.1303065,0,0,2,0,6.94411366617615,1,59959507-91d2-4aff-a49d-ebe8f91da814,257b8b85-71be-41dd-a14c-f7b62fdae437,4,-87.891584,41.894693,2017-03-07T21:00:40.2829040Z,2017-03-07T21:00:43.6605292Z,2,2017-03-07T21:00:42.8500000Z,The Complicated Badger,/images/JilonnaAnimesh.png,Jilonna,Animesh,Jilonna.Animesh,3,8725551212,Jilonna.Animesh@TheComplicatedBadger.com,2,3
435942dd-be1f-4c8e-b63f-b26adfd308f8,36,73,223,97,18.31854525,96.603439903167754,0,38.9864631898485,0,17755.7723,0.179165445,15,0,0,0,4.15686025498659,1,4127a5da-a3c8-4be2-8dc3-459dd96f9b62,6209705c-e8e8-4a68-8b9f-db5945670aed,4,-87.891584,41.894693,2017-03-07T21:00:40.2834020Z,2017-03-07T21:00:43.6605292Z,0,2017-03-07T21:00:43.7160000Z,The Complicated Badger,/images/ElolonnaDrahaua.png,Elolonna,Drahaua,Elolonna.Drahaua,3,8725551212,Elolonna.Drahaua@TheComplicatedBadger.com,2,4
d7caa4ec-dc04-449a-bd5c-3b1dc19573c0,54,64,150,100,18.69108159,96.9989371993574,0,54.4315110498082,0,18313.60922,0.198709023,21,0,1,0,5.61798333663353,1,15d4909b-b094-410b-8b3d-f44fd781bc1f,f8e25324-9734-4f6b-b57f-9d6f30485e86,4,-87.891584,41.894693,2017-03-07T21:00:40.8182617Z,2017-03-07T21:00:44.3011256Z,1,2017-03-07T21:00:44.9420000Z,The Complicated Badger,/images/JillAniua.png,Jill,Aniua,Jill.Aniua,3,8725551212,Jill.Aniua@TheComplicatedBadger.com,2,2
51798043-860e-4e1f-8804-d6d72724b4a7,34,72,195,103,19.06361793,96.693994460484944,0,72.8779146096291,0,18871.44614,0.218252601,27,1,0,0,9.38278396888601,1,2b495cc4-323c-4c93-85b1-71949d7518b2,cc0ccbee-0c54-4d18-a027-2edd6e158c71,4,-87.891584,41.894693,2017-03-07T21:00:40.8482657Z,2017-03-07T21:00:44.3011256Z,2,2017-03-07T21:00:43.4120000Z,The Complicated Badger,/images/BreniverMardahaga.png,Breniver,Mardahaga,Breniver.Mardahaga,3,8725551212,Breniver.Mardahaga@TheComplicatedBadger.com,1,3
7b335331-75a9-4c95-8fd5-de13101287a8,23,68,145,113,20.24331634,96.600674954522717,0,125.886881308826,0,20637.92972,0.280140598,46,2,0,0,5.95459983195779,1,1f780ad5-3d54-4c0a-9d0e-d116a649326c,fcafe651-f8a2-44d5-a6c1-7a5f2422bc00,4,-87.891584,41.894693,2017-03-07T21:00:42.8608780Z,2017-03-07T21:00:46.3022107Z,0,2017-03-07T21:00:46.2970000Z,The Complicated Badger,/images/AlaebryllaAnshuga.png,Alaebrylla,Anshuga,Alaebrylla.Anshuga,3,8725551212,Alaebrylla.Anshuga@TheComplicatedBadger.com,2,4
435942dd-be1f-4c8e-b63f-b26adfd308f8,36,73,223,98,18.44272403,96.771017757603445,0,44.775258095395,0,17941.71794,0.185679971,17,0,0,0,4.12529894206165,1,09262624-4152-41bd-b351-7e4c40ef4ad1,6209705c-e8e8-4a68-8b9f-db5945670aed,4,-87.891584,41.894693,2017-03-07T21:00:45.6399848Z,2017-03-07T21:00:49.0073770Z,0,2017-03-07T21:00:49.0640000Z,The Complicated Badger,/images/ElolonnaDrahaua.png,Elolonna,Drahaua,Elolonna.Drahaua,3,8725551212,Elolonna.Drahaua@TheComplicatedBadger.com,2,4
fc540bfa-136a-4733-b87d-d6d20eeae310,57,73,235,90,17.3872044,96.544438923496955,0,0,0,16361.18,0.1303065,0,0,2,0,6.89466717613768,1,48457646-2d99-4cd5-b091-49eaee8eee46,257b8b85-71be-41dd-a14c-f7b62fdae437,4,-87.891584,41.894693,2017-03-07T21:00:45.6464568Z,2017-03-07T21:00:49.0073770Z,2,2017-03-07T21:00:48.2150000Z,The Complicated Badger,/images/JilonnaAnimesh.png,Jilonna,Animesh,Jilonna.Animesh,3,8725551212,Jilonna.Animesh@TheComplicatedBadger.com,2,3
51798043-860e-4e1f-8804-d6d72724b4a7,34,72,195,103,19.06361793,96.736683198128219,0,73.7641366378528,0,18871.44614,0.218252601,27,1,0,0,9.49585187381743,1,3d56668d-63ae-4174-b927-9df6eff40610,cc0ccbee-0c54-4d18-a027-2edd6e158c71,4,-87.891584,41.894693,2017-03-07T21:00:46.1791112Z,2017-03-07T21:00:49.5678341Z,2,2017-03-07T21:00:48.7460000Z,The Complicated Badger,/images/BreniverMardahaga.png,Breniver,Mardahaga,Breniver.Mardahaga,3,8725551212,Breniver.Mardahaga@TheComplicatedBadger.com,1,3
d7caa4ec-dc04-449a-bd5c-3b1dc19573c0,54,64,150,100,18.6289922,96.406591086372075,0,52.1207572238604,0,18220.6364,0.19545176,20,0,1,0,5.70091562659568,1,f318f8e9-6b85-4db8-ac60-ae8af265b2b2,f8e25324-9734-4f6b-b57f-9d6f30485e86,4,-87.891584,41.894693,2017-03-07T21:00:46.1866331Z,2017-03-07T21:00:49.5678341Z,1,2017-03-07T21:00:50.3090000Z,The Complicated Badger,/images/JillAniua.png,Jill,Aniua,Jill.Aniua,3,8725551212,Jill.Aniua@TheComplicatedBadger.com,2,2
7b335331-75a9-4c95-8fd5-de13101287a8,23,68,145,113,20.24331634,96.441763986573449,0,125.41940519797,0,20637.92972,0.280140598,46,2,0,0,5.9440432847243,1,2ee86efb-550e-4ba9-afd5-e819827bdd57,fcafe651-f8a2-44d5-a6c1-7a5f2422bc00,4,-87.891584,41.894693,2017-03-07T21:00:48.1608083Z,2017-03-07T21:00:51.5871815Z,0,2017-03-07T21:00:51.5860000Z,The Complicated Badger,/images/AlaebryllaAnshuga.png,Alaebrylla,Anshuga,Alaebrylla.Anshuga,3,8725551212,Alaebrylla.Anshuga@TheComplicatedBadger.com,2,4
